original_name,id,stochiometry,average_pLDDT,taxond_id,lineage,scientific_name,is_ancestral,nitrogenase_type,status,chain_reference,variant,clade
Anc_1455_map_001.rechained.pdb,nsdb-000440,DDKK,95.22022796352584,Anc_1455_map,Anc_1455_map,Anc_1455_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1335_map_001.rechained.pdb,nsdb-000441,DDKK,95.20121062992125,Anc_1335_map,Anc_1335_map,Anc_1335_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1442_map_001.rechained.pdb,nsdb-000442,DDKK,94.461626984127,Anc_1442_map,Anc_1442_map,Anc_1442_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1473_map_001.rechained.pdb,nsdb-000443,DDKK,95.56341302136317,Anc_1473_map,Anc_1473_map,Anc_1473_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_775_map_001.rechained.pdb,nsdb-000444,DDKK,94.34725101626017,Anc_775_map,Anc_775_map,Anc_775_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1220_map_001.rechained.pdb,nsdb-000445,DDKK,94.84156964656964,Anc_1220_map,Anc_1220_map,Anc_1220_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1389_map_001.rechained.pdb,nsdb-000446,DDKK,94.61724825523429,Anc_1389_map,Anc_1389_map,Anc_1389_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_818_map_001.rechained.pdb,nsdb-000447,DDKK,91.36885641025641,Anc_818_map,Anc_818_map,Anc_818_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1269_map_001.rechained.pdb,nsdb-000448,DDKK,95.31162189054726,Anc_1269_map,Anc_1269_map,Anc_1269_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1358_map_001.rechained.pdb,nsdb-000449,DDKK,94.85635135135136,Anc_1358_map,Anc_1358_map,Anc_1358_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1377_map_001.rechained.pdb,nsdb-000450,DDKK,94.12356157635469,Anc_1377_map,Anc_1377_map,Anc_1377_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1211_map_001.rechained.pdb,nsdb-000451,DDKK,94.84887975334017,Anc_1211_map,Anc_1211_map,Anc_1211_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1495_map_001.rechained.pdb,nsdb-000452,DDKK,95.12476767676766,Anc_1495_map,Anc_1495_map,Anc_1495_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1527_map_001.rechained.pdb,nsdb-000453,DDKK,94.00521546961326,Anc_1527_map,Anc_1527_map,Anc_1527_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1458_map_001.rechained.pdb,nsdb-000454,DDKK,95.51696138211382,Anc_1458_map,Anc_1458_map,Anc_1458_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1212_map_001.rechained.pdb,nsdb-000455,DDKK,94.78649897330595,Anc_1212_map,Anc_1212_map,Anc_1212_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1490_map_001.rechained.pdb,nsdb-000456,DDKK,94.41118856569709,Anc_1490_map,Anc_1490_map,Anc_1490_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_773_map_001.rechained.pdb,nsdb-000457,DDKK,94.08099085365853,Anc_773_map,Anc_773_map,Anc_773_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_789_map_001.rechained.pdb,nsdb-000458,DDKK,94.87367280606716,Anc_789_map,Anc_789_map,Anc_789_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1456_map_001.rechained.pdb,nsdb-000459,DDKK,95.38760162601625,Anc_1456_map,Anc_1456_map,Anc_1456_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1401_map_001.rechained.pdb,nsdb-000460,DDKK,94.90920974155068,Anc_1401_map,Anc_1401_map,Anc_1401_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1232_map_001.rechained.pdb,nsdb-000461,DDKK,94.97478957915831,Anc_1232_map,Anc_1232_map,Anc_1232_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1240_map_001.rechained.pdb,nsdb-000462,DDKK,94.88983,Anc_1240_map,Anc_1240_map,Anc_1240_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1476_map_001.rechained.pdb,nsdb-000463,DDKK,95.32857431749241,Anc_1476_map,Anc_1476_map,Anc_1476_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1323_map_001.rechained.pdb,nsdb-000464,DDKK,94.95667159763313,Anc_1323_map,Anc_1323_map,Anc_1323_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1226_map_001.rechained.pdb,nsdb-000465,DDKK,96.05711656441716,Anc_1226_map,Anc_1226_map,Anc_1226_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_819_map_001.rechained.pdb,nsdb-000466,DDKK,93.4920030737705,Anc_819_map,Anc_819_map,Anc_819_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1317_map_001.rechained.pdb,nsdb-000467,DDKK,95.60441437007873,Anc_1317_map,Anc_1317_map,Anc_1317_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1224_map_001.rechained.pdb,nsdb-000468,DDKK,95.83688765182187,Anc_1224_map,Anc_1224_map,Anc_1224_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1388_map_001.rechained.pdb,nsdb-000469,DDKK,94.49682452642074,Anc_1388_map,Anc_1388_map,Anc_1388_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1430_map_001.rechained.pdb,nsdb-000470,DDKK,94.6364463220676,Anc_1430_map,Anc_1430_map,Anc_1430_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1310_map_001.rechained.pdb,nsdb-000471,DDKK,95.5531938976378,Anc_1310_map,Anc_1310_map,Anc_1310_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1481_map_001.rechained.pdb,nsdb-000472,DDKK,95.33873737373737,Anc_1481_map,Anc_1481_map,Anc_1481_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1410_map_001.rechained.pdb,nsdb-000473,DDKK,95.11764764764764,Anc_1410_map,Anc_1410_map,Anc_1410_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1471_map_001.rechained.pdb,nsdb-000474,DDKK,94.85130831643002,Anc_1471_map,Anc_1471_map,Anc_1471_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_782_map_001.rechained.pdb,nsdb-000475,DDKK,94.36046747967481,Anc_782_map,Anc_782_map,Anc_782_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1257_map_001.rechained.pdb,nsdb-000476,DDKK,94.54410979228487,Anc_1257_map,Anc_1257_map,Anc_1257_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1402_map_001.rechained.pdb,nsdb-000477,DDKK,94.69667326732674,Anc_1402_map,Anc_1402_map,Anc_1402_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_806_map_001.rechained.pdb,nsdb-000478,DDKK,93.44453926701571,Anc_806_map,Anc_806_map,Anc_806_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1418_map_001.rechained.pdb,nsdb-000479,DDKK,94.2549603960396,Anc_1418_map,Anc_1418_map,Anc_1418_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1433_map_001.rechained.pdb,nsdb-000480,DDKK,94.62896809571286,Anc_1433_map,Anc_1433_map,Anc_1433_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1486_map_001.rechained.pdb,nsdb-000481,DDKK,95.29816851664985,Anc_1486_map,Anc_1486_map,Anc_1486_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1480_map_001.rechained.pdb,nsdb-000482,DDKK,95.3237815975733,Anc_1480_map,Anc_1480_map,Anc_1480_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1305_map_001.rechained.pdb,nsdb-000483,DDKK,94.97267292490119,Anc_1305_map,Anc_1305_map,Anc_1305_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1453_map_001.rechained.pdb,nsdb-000484,DDKK,94.22877,Anc_1453_map,Anc_1453_map,Anc_1453_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1482_map_001.rechained.pdb,nsdb-000485,DDKK,95.37729399796541,Anc_1482_map,Anc_1482_map,Anc_1482_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1294_map_001.rechained.pdb,nsdb-000486,DDKK,94.9374209486166,Anc_1294_map,Anc_1294_map,Anc_1294_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1524_map_001.rechained.pdb,nsdb-000487,DDKK,94.85192813765183,Anc_1524_map,Anc_1524_map,Anc_1524_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1512_map_001.rechained.pdb,nsdb-000488,DDKK,94.88061616161616,Anc_1512_map,Anc_1512_map,Anc_1512_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1526_map_001.rechained.pdb,nsdb-000489,DDKK,94.49311602209946,Anc_1526_map,Anc_1526_map,Anc_1526_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1248_map_001.rechained.pdb,nsdb-000490,DDKK,95.34654308617235,Anc_1248_map,Anc_1248_map,Anc_1248_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1370_map_001.rechained.pdb,nsdb-000491,DDKK,94.73043824701195,Anc_1370_map,Anc_1370_map,Anc_1370_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1460_map_001.rechained.pdb,nsdb-000492,DDKK,95.42529471544717,Anc_1460_map,Anc_1460_map,Anc_1460_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1365_map_001.rechained.pdb,nsdb-000493,DDKK,95.01993013972056,Anc_1365_map,Anc_1365_map,Anc_1365_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1449_map_001.rechained.pdb,nsdb-000494,DDKK,95.56707489878542,Anc_1449_map,Anc_1449_map,Anc_1449_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1525_map_001.rechained.pdb,nsdb-000495,DDKK,94.57069383259912,Anc_1525_map,Anc_1525_map,Anc_1525_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1519_map_001.rechained.pdb,nsdb-000496,DDKK,95.16551061678463,Anc_1519_map,Anc_1519_map,Anc_1519_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_790_map_001.rechained.pdb,nsdb-000497,DDKK,94.79154929577466,Anc_790_map,Anc_790_map,Anc_790_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1487_map_001.rechained.pdb,nsdb-000498,DDKK,95.4219393939394,Anc_1487_map,Anc_1487_map,Anc_1487_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1374_map_001.rechained.pdb,nsdb-000499,DDKK,95.10716617210683,Anc_1374_map,Anc_1374_map,Anc_1374_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1405_map_001.rechained.pdb,nsdb-000500,DDKK,94.82869284294236,Anc_1405_map,Anc_1405_map,Anc_1405_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1311_map_001.rechained.pdb,nsdb-000501,DDKK,95.32137303149607,Anc_1311_map,Anc_1311_map,Anc_1311_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1504_map_001.rechained.pdb,nsdb-000502,DDKK,95.27979313824419,Anc_1504_map,Anc_1504_map,Anc_1504_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1256_map_001.rechained.pdb,nsdb-000503,DDKK,94.89292537313433,Anc_1256_map,Anc_1256_map,Anc_1256_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1341_map_001.rechained.pdb,nsdb-000504,DDKK,95.67666835699796,Anc_1341_map,Anc_1341_map,Anc_1341_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_776_map_001.rechained.pdb,nsdb-000505,DDKK,94.01085786802031,Anc_776_map,Anc_776_map,Anc_776_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1342_map_001.rechained.pdb,nsdb-000506,DDKK,94.89103955375253,Anc_1342_map,Anc_1342_map,Anc_1342_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1254_map_001.rechained.pdb,nsdb-000507,DDKK,95.05323207171315,Anc_1254_map,Anc_1254_map,Anc_1254_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1506_map_001.rechained.pdb,nsdb-000508,DDKK,94.67905405405405,Anc_1506_map,Anc_1506_map,Anc_1506_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1496_map_001.rechained.pdb,nsdb-000509,DDKK,94.95010090817358,Anc_1496_map,Anc_1496_map,Anc_1496_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1292_map_001.rechained.pdb,nsdb-000510,DDKK,95.91480577689242,Anc_1292_map,Anc_1292_map,Anc_1292_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1329_map_001.rechained.pdb,nsdb-000511,DDKK,95.42899606299213,Anc_1329_map,Anc_1329_map,Anc_1329_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1251_map_001.rechained.pdb,nsdb-000512,DDKK,94.82692039800995,Anc_1251_map,Anc_1251_map,Anc_1251_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1253_map_001.rechained.pdb,nsdb-000513,DDKK,93.99895522388061,Anc_1253_map,Anc_1253_map,Anc_1253_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_814_map_001.rechained.pdb,nsdb-000514,DDKK,94.87167531120333,Anc_814_map,Anc_814_map,Anc_814_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_1237_map_001.rechained.pdb,nsdb-000515,DDKK,95.46062124248496,Anc_1237_map,Anc_1237_map,Anc_1237_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1422_map_001.rechained.pdb,nsdb-000516,DDKK,94.39595309381237,Anc_1422_map,Anc_1422_map,Anc_1422_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1272_map_001.rechained.pdb,nsdb-000517,DDKK,95.33069651741293,Anc_1272_map,Anc_1272_map,Anc_1272_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1419_map_001.rechained.pdb,nsdb-000518,DDKK,94.33917664670659,Anc_1419_map,Anc_1419_map,Anc_1419_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1463_map_001.rechained.pdb,nsdb-000519,DDKK,95.57753807106599,Anc_1463_map,Anc_1463_map,Anc_1463_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_779_map_001.rechained.pdb,nsdb-000520,DDKK,94.48015752032519,Anc_779_map,Anc_779_map,Anc_779_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1475_map_001.rechained.pdb,nsdb-000521,DDKK,95.2688668699187,Anc_1475_map,Anc_1475_map,Anc_1475_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1297_map_001.rechained.pdb,nsdb-000522,DDKK,95.36205472636814,Anc_1297_map,Anc_1297_map,Anc_1297_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1263_map_001.rechained.pdb,nsdb-000523,DDKK,95.63289239881541,Anc_1263_map,Anc_1263_map,Anc_1263_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1260_map_001.rechained.pdb,nsdb-000524,DDKK,94.3770771513353,Anc_1260_map,Anc_1260_map,Anc_1260_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1472_map_001.rechained.pdb,nsdb-000525,DDKK,95.12178680203046,Anc_1472_map,Anc_1472_map,Anc_1472_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1520_map_001.rechained.pdb,nsdb-000526,DDKK,95.07974696356276,Anc_1520_map,Anc_1520_map,Anc_1520_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1417_map_001.rechained.pdb,nsdb-000527,DDKK,94.19309027777778,Anc_1417_map,Anc_1417_map,Anc_1417_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1225_map_001.rechained.pdb,nsdb-000528,DDKK,95.2858256880734,Anc_1225_map,Anc_1225_map,Anc_1225_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_808_map_001.rechained.pdb,nsdb-000529,DDKK,93.0870464362851,Anc_808_map,Anc_808_map,Anc_808_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-iii
Anc_781_map_001.rechained.pdb,nsdb-000530,DDKK,94.3548730964467,Anc_781_map,Anc_781_map,Anc_781_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1299_map_001.rechained.pdb,nsdb-000531,DDKK,95.63001494023905,Anc_1299_map,Anc_1299_map,Anc_1299_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1241_map_001.rechained.pdb,nsdb-000532,DDKK,96.34455095862766,Anc_1241_map,Anc_1241_map,Anc_1241_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1208_map_001.rechained.pdb,nsdb-000533,DDKK,96.12873291272344,Anc_1208_map,Anc_1208_map,Anc_1208_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1293_map_001.rechained.pdb,nsdb-000534,DDKK,95.60009950248755,Anc_1293_map,Anc_1293_map,Anc_1293_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1513_map_001.rechained.pdb,nsdb-000535,DDKK,95.08102926337034,Anc_1513_map,Anc_1513_map,Anc_1513_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1217_map_001.rechained.pdb,nsdb-000536,DDKK,95.03878865979381,Anc_1217_map,Anc_1217_map,Anc_1217_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1282_map_001.rechained.pdb,nsdb-000537,DDKK,95.60214568880079,Anc_1282_map,Anc_1282_map,Anc_1282_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_800_map_001.rechained.pdb,nsdb-000538,DDKK,94.46912740899357,Anc_800_map,Anc_800_map,Anc_800_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1336_map_001.rechained.pdb,nsdb-000539,DDKK,95.52357283464568,Anc_1336_map,Anc_1336_map,Anc_1336_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1434_map_001.rechained.pdb,nsdb-000540,DDKK,94.9129091816367,Anc_1434_map,Anc_1434_map,Anc_1434_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1267_map_001.rechained.pdb,nsdb-000541,DDKK,94.82921105527639,Anc_1267_map,Anc_1267_map,Anc_1267_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1231_map_001.rechained.pdb,nsdb-000542,DDKK,94.49996975806452,Anc_1231_map,Anc_1231_map,Anc_1231_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1228_map_001.rechained.pdb,nsdb-000543,DDKK,95.58799489795916,Anc_1228_map,Anc_1228_map,Anc_1228_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1243_map_001.rechained.pdb,nsdb-000544,DDKK,94.05031809145129,Anc_1243_map,Anc_1243_map,Anc_1243_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1509_map_001.rechained.pdb,nsdb-000545,DDKK,94.85114614614615,Anc_1509_map,Anc_1509_map,Anc_1509_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1357_map_001.rechained.pdb,nsdb-000546,DDKK,94.78911411411411,Anc_1357_map,Anc_1357_map,Anc_1357_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1351_map_001.rechained.pdb,nsdb-000547,DDKK,94.87342131979696,Anc_1351_map,Anc_1351_map,Anc_1351_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1441_map_001.rechained.pdb,nsdb-000548,DDKK,94.3436742800397,Anc_1441_map,Anc_1441_map,Anc_1441_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1330_map_001.rechained.pdb,nsdb-000549,DDKK,95.3487155511811,Anc_1330_map,Anc_1330_map,Anc_1330_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_777_map_001.rechained.pdb,nsdb-000550,DDKK,94.02320956256358,Anc_777_map,Anc_777_map,Anc_777_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,an
Anc_1462_map_001.rechained.pdb,nsdb-000551,DDKK,95.33672588832488,Anc_1462_map,Anc_1462_map,Anc_1462_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1412_map_001.rechained.pdb,nsdb-000552,DDKK,94.96458499999999,Anc_1412_map,Anc_1412_map,Anc_1412_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1427_map_001.rechained.pdb,nsdb-000553,DDKK,94.6896812749004,Anc_1427_map,Anc_1427_map,Anc_1427_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-ii
Anc_1289_map_001.rechained.pdb,nsdb-000554,DDKK,94.47673604060913,Anc_1289_map,Anc_1289_map,Anc_1289_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
Anc_1233_map_001.rechained.pdb,nsdb-000555,DDKK,95.10035323383084,Anc_1233_map,Anc_1233_map,Anc_1233_map,True,Anc,gold,"{'A': 'D', 'B': 'K', 'D': 'D', 'E': 'K'}",MAP,nif-i
